loop,queue_order,section_header,audio_segment_id,audio_label,audio_transcript,target_audio_length,estimated_audio_length,audio_word_count,playback_behavior,default_state,sync_source
Distress Tolerance,16,STOP steps,DT-515-STOP-STEPS,STOP steps,"Start by mentally saying “Stop.” Then take a step back, either by changing your posture, taking a breath, or briefly moving to another space. Observe what is happening in your body and mind: emotions, thoughts, physical sensations, and urges. Then proceed mindfully. Ask, what response will help me in the long term? That might mean using a skill, continuing your activity, or choosing a small supportive action.",45-60 sec,20-45 sec,67,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,17,Exercise: Use your body to calm your mind,DT-516-TIPP-EXERCISE-INTRO,Exercise: Use your body to calm your mind,"When tinnitus distress is high, your body may act as if there is a threat. Your heart may race, your breathing may change, and your attention may lock onto the sound. TIPP skills work through the body. They do not argue with the mind. They change the physical state enough to help you feel more in control.",30-45 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,18,TIPP: Temperature,DT-517-TIPP-TEMPERATURE,TIPP: Temperature,"Temperature means using a safe, noticeable temperature change to shift the body’s stress response. You might splash cool water on your face, hold a cool cloth, or briefly place your hands in cool water. The goal is not to cause pain through the cold. The goal is to create a strong enough sensation that your body and mind pause the alarm loop.",30-45 sec,20-45 sec,62,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Distress Tolerance,19,"TIPP: Intense movement, when appropriate",DT-518-TIPP-MOVEMENT,"TIPP: Intense movement, when appropriate","Intense movement means a brief burst of safe physical activity, such as marching in place, a few squats, jumping jacks, or a short walk. This is not a workout plan and it is not appropriate for every body or every situation. The idea is to burn off some stress energy and help the nervous system reset. Choose an option that is safe for you.",30-45 sec,20-45 sec,64,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,20,TIPP: Paced breathing,DT-519-TIPP-BREATHING,TIPP: Paced breathing,Paced breathing slows the rhythm of the body. One simple pattern is to breathe in for about four seconds and breathe out for six to eight seconds. The longer exhale helps signal that your body does not need to stay in full alarm mode. You do not have to make the breath perfect. A few slower breaths can be enough to create a little space.,30-45 sec,20-45 sec,65,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,21,TIPP: Paired muscle relaxation,DT-520-TIPP-MUSCLE,TIPP: Paired muscle relaxation,"Paired muscle relaxation means gently tensing and releasing a muscle group while pairing the release with a slower breath. You might raise your shoulders slightly, hold for a few seconds, and then let them drop as you exhale. The contrast between tension and release can help your body recognize that it does not need to stay braced.",30-45 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,22,How distress tolerance connects to the bigger picture,DT-521-BIGGER-PICTURE,How distress tolerance connects to the bigger picture,"Distress tolerance sits between mindfulness and cognitive reframing. Mindfulness helps you notice what is happening. Distress tolerance helps when the intensity is too high to think clearly. Once the tornado slows down, cognitive reframing can help you look at the thoughts that made the moment feel even worse. This section also connects to acceptance: even if you cannot change tinnitus right now, you can change how you respond to the moment.",60-90 sec,20-45 sec,71,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,23,FAQ: Will these skills make tinnitus quieter?,DT-522-FAQ-LOUDNESS,FAQ: Will these skills make tinnitus quieter?,"Distress tolerance skills do not directly change the tinnitus sound. Their job is to lower the emotional reaction that makes the sound feel unmanageable. When the body and mind are less alarmed, tinnitus may feel less dominating, even if the sound itself is still present.",30-45 sec,<20 sec,45,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Distress Tolerance,24,FAQ: What if I forget the skills when I am upset?,DT-523-FAQ-FORGET,FAQ: What if I forget the skills when I am upset?,That is common. Skills are hardest to remember when distress is highest. Practice them during smaller frustrations so they become familiar. You can also keep a short reminder in My Plan or use the Distress Tolerance section as a quick reference. The goal is not perfect use. The goal is to build a response you can find more easily over time.,30-45 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Distress Tolerance,25,FAQ: Is this just avoidance?,DT-524-FAQ-AVOIDANCE,FAQ: Is this just avoidance?,"Distress tolerance is not meant to be a way of avoiding tinnitus forever. It is a temporary stabilizing step. Once you are calmer, you can return to the bigger tools: sound therapy, mindfulness, acceptance, cognitive reframing, communication, or sleep support. The purpose is to prevent a hard moment from becoming a bigger spiral.",30-45 sec,20-45 sec,53,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Distress Tolerance,26,Main points,DT-525-MAIN-POINTS,Main points,"Distress tolerance helps you manage emotional overwhelm when tinnitus feels unmanageable. Skills like STOP and TIPP help you pause, settle the body, and respond more calmly. Using the word fluctuation can reduce catastrophic fear. Practicing these skills before crisis-level distress makes them more available when you need them. Distress tolerance works alongside mindfulness and cognitive reframing so you can handle difficult moments with more control.",45-60 sec,20-45 sec,65,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,27,Your distress tolerance plan,DT-526-DISTRESS-PLAN,Your distress tolerance plan,"Before you move on, choose one small way to bring distress tolerance into your routine. You might practice STOP once today, try paced breathing before bed, or write down which TIPP skill feels safest and most realistic for you. Then write one reminder to be patient with yourself. These skills become stronger through repetition, not perfection.",45-60 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Distress Tolerance,28,Use safe options for your body and situation,DT-527-BODY-SAFETY,Use safe options for your body and situation,"Temperature, movement, breathing, and muscle relaxation should be used safely. Do not push into pain, unsafe exercise, breath-holding that feels wrong for you, or temperature exposure that could cause harm. If you have medical concerns about cold exposure, exercise, breathing practices, or muscle tension, choose a gentler option or seek professional guidance.",30-45 sec,20-45 sec,52,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Cognitive Reframing,1,Cognitive Reframing: Challenging Negative Thought Patterns,AUD-CR-01,Cognitive Reframing: Challenging Negative Thought Patterns,"When tinnitus or sound sensitivity feels intense, the mind can jump quickly to conclusions: “This will ruin my whole day,” “I cannot handle any noise,” or “Nothing will ever get better.” Cognitive reframing helps you slow that process down. The goal is not to pretend tinnitus is easy or to force positive thinking. The goal is to notice the thought, check whether it is accurate, and build a more balanced response.",20-45 sec,20-45 sec,71,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,2,What You’ll Learn in This Section,AUD-CR-02,What You’ll Learn in This Section,"In this section, you will learn how to spot recurring tinnitus-related thought patterns, test distressing thoughts with evidence, and reframe them into statements that are more accurate and workable. You will also see how these skills can apply beyond tinnitus, including work stress, relationships, sleep concerns, and other moments when the mind jumps to worst-case conclusions.",20-45 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,3,Why Tinnitus Thoughts Can Move So Fast,AUD-CR-03,Why Tinnitus Thoughts Can Move So Fast,"When tinnitus flares or sound sensitivity is triggered, your thoughts may move faster than your ability to evaluate them. A sound moment can become a story: “This is unbearable,” “I am powerless,” or “My day is over.” Those thoughts can increase anxiety or hopelessness, which can then lead to avoidance, checking, withdrawal, or frantic searching for relief. The sound may be real, but the story your mind adds can make the distress much larger.",20-45 sec,20-45 sec,74,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,4,"The Thoughts, Feelings, and Behaviors Loop",AUD-CR-04,"The Thoughts, Feelings, and Behaviors Loop","Cognitive behavioral therapy often describes a loop between what we think, how we feel, and what we do. With tinnitus, the loop might start with noticing the sound. That leads to a thought such as, “Today is going to be terrible.” That thought creates dread, and the dread may lead you to cancel plans, check tinnitus repeatedly, or search for a quick fix. Those behaviors then reinforce the next thought. Reframing gives you an off-ramp in that loop.",20-45 sec,20-45 sec,78,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,5,Reality-Checking Your Mind,AUD-CR-05,Reality-Checking Your Mind,"Think of cognitive restructuring as reality-checking your mind. First, identify the distressing thought. Next, ask whether the thought is fully accurate or whether it is leaving out evidence. Then create a more balanced statement. For example, “This ringing is awful, so my day is ruined” might become, “This moment is difficult, and I have had difficult tinnitus moments before without the entire day being lost.”",20-45 sec,20-45 sec,65,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,6,Pause and Look Back on a Quick Reaction,AUD-CR-06,Pause and Look Back on a Quick Reaction,"A helpful way to understand reframing is to remember a time when you reacted quickly, then later saw the situation differently. Think of a recent tinnitus moment when your reaction was immediate. How did it feel then? How does it feel now? Were your fears still fully accurate later? This kind of reflection shows that the first thought is not always the most complete thought.",20-45 sec,20-45 sec,65,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,7,"Accurate Thinking, Not Forced Positivity",AUD-CR-07,"Accurate Thinking, Not Forced Positivity","Cognitive restructuring is not about telling yourself that tinnitus is wonderful or that everything is fine. That would not be honest, and for many people it would not be believable. The goal is accuracy. “I will never have a good moment again” is usually too extreme. “Some days are hard, and I have also had moments where tinnitus bothered me less” is more balanced. That balance reduces the extra distress created by the thought.",20-45 sec,20-45 sec,74,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,8,Why Reframing Helps Even If the Sound Is Still There,AUD-CR-08,Why Reframing Helps Even If the Sound Is Still There,"Cognitive reframing may not change the tinnitus itself. Instead, it changes the stress loop around the sound. When the mind treats tinnitus as danger, failure, or a permanent disaster, distress grows. When the mind learns to test those meanings, the emotional reaction often becomes more manageable. Tinnitus can still be unpleasant, but it does not have to control every next step.",20-45 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Cognitive Reframing,9,Using the Same Skill with Sound Sensitivity,AUD-CR-09,Using the Same Skill with Sound Sensitivity,"The same pattern can happen with sound sensitivity. A sound may feel uncomfortable, and the mind may quickly jump to “I cannot handle any noise” or “I have to avoid everything.” Sometimes caution is appropriate, especially around painful or unsafe sound. But reframing helps you separate reasonable protection from a story that makes life smaller than it needs to be.",20-45 sec,20-45 sec,60,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Cognitive Reframing,10,Example: A Loud Tinnitus Morning,AUD-CR-10,Example: A Loud Tinnitus Morning,"A common thought is, “My tinnitus is loud this morning, so today will be terrible.” That thought feels like it makes sense in the moment, but it is not guaranteed. You may have had loud tinnitus before and still had a meaningful, productive, or even good day. A more balanced statement might be, “This morning is difficult, and I can use my tools while I see how the day unfolds.”",20-45 sec,20-45 sec,70,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Cognitive Reframing,11,Term: Cognitive Restructuring,AUD-CR-11,Term: Cognitive Restructuring,"Cognitive restructuring is a step-by-step way to identify and challenge negative thoughts. Rather than “think positive,” it asks you to think accurately, using real evidence from your own experience.",20-45 sec,<20 sec,29,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed term drawer,Current Education Text -> Audio Transcript
Cognitive Reframing,12,Term: Distorted Thought,AUD-CR-12,Term: Distorted Thought,"A distorted thought is an unhelpful or exaggerated belief. Examples include “I can’t cope with any noise,” “This will never improve,” or “Everyone thinks I am overreacting.” These thoughts can feel true before they have been checked.",20-45 sec,<20 sec,37,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed term drawer,Current Education Text -> Audio Transcript
Cognitive Reframing,13,Term: Reframing,AUD-CR-13,Term: Reframing,"Reframing means shifting a rigid or negative view into a more balanced one. “This tinnitus ruins everything” might become, “This is unpleasant, and it does not have to decide everything I do today.”",20-45 sec,<20 sec,33,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed term drawer,Current Education Text -> Audio Transcript
Cognitive Reframing,14,Term: Behavioral Experiment,AUD-CR-14,Term: Behavioral Experiment,"A behavioral experiment is a small real-world test of a thought. If your thought is, “I cannot sit in a coffee shop,” a small experiment might be visiting briefly, using a sound strategy, and noticing what actually happens. The goal is to gather evidence, not to force yourself into distress.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed term drawer,Current Education Text -> Audio Transcript
Cognitive Reframing,15,Start with Small Thought Moments,AUD-CR-15,Start with Small Thought Moments,"Cognitive reframing works best when it is practiced in real life. Start with a small moment: “I will never get through this meeting,” “This sound is too much,” or “I am failing at tinnitus management.” Write the thought down, check the facts, and create a more balanced statement. Over time, the skill becomes less like a worksheet and more like a mental pause you can use in the moment.",20-45 sec,20-45 sec,69,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,16,You Will Miss Most Thoughts at First,AUD-CR-16,You Will Miss Most Thoughts at First,"At the beginning, you may miss most automatic thoughts until after the moment has passed. That is normal. The first goal is not to catch every thought. The goal is to notice one pattern that you would have missed before. If you catch one out of twenty, that is progress, because the pattern is becoming visible.",20-45 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,17,The Cognitive Distortion Library,AUD-CR-17,The Cognitive Distortion Library,"Cognitive distortions are common thinking shortcuts. They are not signs that you are doing something wrong; they are patterns to notice. Naming the pattern gives you a little distance from it. You do not need to pick the perfect label. If the label helps you pause and question the thought, it has done its job.",20-45 sec,20-45 sec,55,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,18,All-or-Nothing Thinking,AUD-CR-18,All-or-Nothing Thinking,"All-or-nothing thinking turns a complicated situation into two choices: perfect or ruined. With tinnitus, this might sound like, “If my tinnitus does not go away completely, my life will be ruined.” A more balanced view looks for the middle ground: life may be harder right now, and it can still contain useful, meaningful, or manageable moments.",20-45 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,19,Overgeneralization,AUD-CR-19,Overgeneralization,"Overgeneralization takes one moment and stretches it too far. “My tinnitus was loud today, so it will be like this every day” is a prediction based on limited evidence. Reframing asks what else you know from experience: tinnitus often changes, and one day does not prove the future.",20-45 sec,20-45 sec,48,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,20,Filtering,AUD-CR-20,Filtering,Filtering means the mind locks onto the distressing evidence and filters out everything else. You might dismiss a good day because today is harder. Reframing does not deny today’s difficulty; it asks you to include the fuller picture.,20-45 sec,<20 sec,38,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,21,Mind Reading,AUD-CR-21,Mind Reading,"Mind reading happens when you assume you know what others think. With tinnitus, it may sound like, “People think I am overreacting.” Sometimes people may not understand, but that is different from knowing what they think. Reframing asks what evidence you actually have and whether communication could help.",20-45 sec,20-45 sec,48,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,22,Minimizing,AUD-CR-22,Minimizing,"Minimizing downplays progress. If you used sound therapy, practiced breathing, went to dinner, or had a quieter hour, that matters. The improvement may not be perfect, but it is still evidence that your choices can influence the experience.",20-45 sec,<20 sec,38,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,23,Catastrophizing,AUD-CR-23,Catastrophizing,"Catastrophizing turns a hard moment into a disaster story. “My tinnitus will only get worse, and I will never handle it” may feel convincing when distress is high. Reframing asks whether the evidence truly proves that outcome, and what a more grounded next thought could be.",20-45 sec,<20 sec,46,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,24,Control Fallacies,AUD-CR-24,Control Fallacies,"Control fallacies make it feel like you have either total control or no control at all. Tinnitus management usually lives in the middle. You may not control every sound moment, but you can influence your sound environment, attention, routines, and response.",20-45 sec,<20 sec,41,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,25,Heaven’s Reward Fallacy,AUD-CR-25,Heaven’s Reward Fallacy,"Heaven’s reward fallacy is the belief that suffering harder will eventually pay off by itself. Enduring tinnitus without using tools does not necessarily make it improve faster. A more useful question is, “What action actually supports me today?”",20-45 sec,<20 sec,38,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,26,Labeling,AUD-CR-26,Labeling,Labeling turns a struggle into an identity. “I am having a hard tinnitus day” is very different from “I am a failure.” Reframing helps separate the difficulty of the moment from your worth as a person.,20-45 sec,<20 sec,36,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,27,Personalization,AUD-CR-27,Personalization,"Personalization puts all the blame on you, even when the situation is more complicated. You may wish you had done something differently in the past, but self-blame usually does not guide the next useful step. Reframing helps separate responsibility, regret, and self-attack.",20-45 sec,<20 sec,42,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed distortion card,Current Education Text -> Audio Transcript
Cognitive Reframing,28,Exercise: Identifying and Naming Cognitive Distortions,AUD-CR-28,Exercise: Identifying and Naming Cognitive Distortions,"When you notice a distressing tinnitus-related thought, write it down. Then choose the thinking pattern that seems closest. Ask what evidence supports the thought, what evidence contradicts it, and what a more balanced way to view the situation might be. You do not need the perfect label; you need enough distance to question the thought.",20-45 sec,20-45 sec,55,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,29,Exercise: Evidence For-and-Against,AUD-CR-29,Exercise: Evidence For-and-Against,"Choose one negative belief about tinnitus or sound sensitivity. Write the evidence that seems to support it, then the evidence that does not support it. Use both sides to create a more balanced statement. This exercise works because it turns a loud thought into something testable.",20-45 sec,<20 sec,46,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,30,Testing a Thought in Real Life,AUD-CR-30,Testing a Thought in Real Life,"Sometimes the next step is to test a thought gently. If you believe, “I cannot handle a social outing,” a small test might be attending for a limited time with a sound plan and an exit option. Afterward, you look at what actually happened. The purpose is not to prove yourself wrong by force; it is to gather real evidence in a manageable way.",20-45 sec,20-45 sec,64,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed More Detail,Edited Education Text -> Audio Transcript
Cognitive Reframing,31,How Reframing Connects to the Bigger Picture,AUD-CR-31,How Reframing Connects to the Bigger Picture,"Cognitive reframing works best when it is connected to the other tools. If distress is very high, start with distress tolerance to cool the moment down. Mindfulness helps you notice the thought before reacting. Acceptance helps you stop fighting reality long enough to choose a useful step. Reframing then asks whether the thought guiding that step is accurate enough to trust.",20-45 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,32,This Skill Can Spread Beyond Tinnitus,AUD-CR-32,This Skill Can Spread Beyond Tinnitus,"Many people first learn these patterns through tinnitus, then notice them elsewhere. The same catastrophizing that says tinnitus will ruin the day might also appear when your inbox is full, a relationship feels tense, or a project feels overwhelming. Once you recognize the pattern, you can use the same skill in more than one area of life.",20-45 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,33,FAQ: Is Cognitive Restructuring Forced Positivity?,AUD-CR-33,FAQ: Is Cognitive Restructuring Forced Positivity?,"No. Forced positivity would ask you to say something cheerful that you do not believe. Cognitive restructuring asks whether the thought is accurate, complete, and useful. You still acknowledge discomfort, but you do not let worst-case assumptions become the only story.",20-45 sec,<20 sec,41,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed FAQ,Current Education Text -> Audio Transcript
Cognitive Reframing,34,FAQ: How Do I Know If a Thought Is Distorted?,AUD-CR-34,FAQ: How Do I Know If a Thought Is Distorted?,"Look for extreme words like “always,” “never,” or “ruined.” Notice whether the thought predicts disaster without proof, ignores progress, or turns one moment into a conclusion about your whole future. If the thought feels urgent and absolute, it is worth checking.",20-45 sec,<20 sec,41,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed FAQ,Current Education Text -> Audio Transcript
Cognitive Reframing,35,FAQ: Will Reframing Silence My Tinnitus?,AUD-CR-35,FAQ: Will Reframing Silence My Tinnitus?,"Reframing does not silence tinnitus. It reduces the distress loop around tinnitus. The sound may still be present, but the meaning attached to the sound can become less threatening, which can make the experience easier to handle.",20-45 sec,<20 sec,37,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed FAQ,Current Education Text -> Audio Transcript
Cognitive Reframing,36,FAQ: Do I Have to Do a Thought Record Every Time?,AUD-CR-36,FAQ: Do I Have to Do a Thought Record Every Time?,"No. Thought records are training tools. At first, writing things down helps you learn the process. Later, you may be able to notice the pattern, check the evidence, and reframe the thought mentally. The written exercise is a way to build the skill.",20-45 sec,<20 sec,43,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed FAQ,Current Education Text -> Audio Transcript
Cognitive Reframing,37,Main Points,AUD-CR-37,Main Points,"Cognitive reframing helps you identify thoughts that make tinnitus distress larger. The goal is realistic thinking, not forced optimism. You can check evidence for and against a thought, name common distortion patterns, and build a more balanced response. With practice, this becomes a flexible skill that can help with tinnitus and other stressful parts of life.",20-45 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed summary,Current Education Text -> Audio Transcript
Cognitive Reframing,38,Your Cognitive Reframing Plan,AUD-CR-38,Your Cognitive Reframing Plan,"Before you move on, choose one small way to practice cognitive reframing this week. You might write down one tinnitus-related thought each day, practice one Evidence For-and-Against exercise, or simply watch for one repeated pattern like catastrophizing. Add a reminder to be patient with yourself while the skill develops.",20-45 sec,20-45 sec,49,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Cognitive Reframing,39,When Thought Work Is Not the First Step,AUD-CR-39,When Thought Work Is Not the First Step,"If distress is extremely high, cognitive reframing may not be the first tool to use. Start with a grounding or distress tolerance skill until your mind has enough space to think. If you feel unsafe, are in a mental health crisis, or feel unable to care for yourself, do not rely on this app. Seek immediate support through emergency services, crisis resources, or a qualified professional.",20-45 sec,20-45 sec,66,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed safety/scope,Current Education Text -> Audio Transcript
Confidence and Communication,1,Supporting Yourself and Communicating Needs,CC-V5-001,Supporting Yourself and Communicating Needs,"Tinnitus can affect how you speak to yourself and how you communicate with the people around you. This section brings together two related skills: building a more supportive inner voice, and asking for what you need clearly and respectfully.",15-30 sec,<20 sec,39,Manual next; stop at end. Autoplay optional in settings and default off.,Header Card,Current Education Text -> Audio Transcript
Confidence and Communication,2,Why these topics fit together,CC-V5-002,Why these topics fit together,"Self-compassion and validation are the internal side of support. Interpersonal effectiveness is the external side. One helps you stop adding shame or self-blame to tinnitus, and the other helps you explain your needs without withdrawing, over-apologizing, or feeling like your experience does not matter.",15-30 sec,<20 sec,44,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Confidence and Communication,3,What you will learn in this section,CC-V5-003,What you will learn in this section,"By the end of this section, you should be able to notice self-critical thoughts, respond to yourself with more patience, validate that your tinnitus distress is real, and make a clear request when your sound environment or communication needs matter. You do not need to master every skill at once. The goal is to find one or two responses that help you stay connected to yourself and to others.",20-45 sec,20-45 sec,69,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,4,When tinnitus turns into self-criticism,CC-V5-004,When tinnitus turns into self-criticism,"When tinnitus fluctuates, many people quickly turn frustration inward. Thoughts like “I should be able to ignore this,” “Why am I so weak?” or “I should be coping better” can add another layer of distress on top of the sound itself. Self-compassion does not pretend tinnitus is easy. It helps you respond to a hard moment without attacking yourself for having it.",20-45 sec,20-45 sec,62,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,5,Self-compassion is not giving up,CC-V5-005,Self-compassion is not giving up,"Some people worry that being kind to themselves will make them passive. In practice, the opposite is often true. Harsh self-talk drains emotional energy. A more compassionate response gives you a steadier place to practice the tools you are learning: sound therapy, mindfulness, reframing, communication, and sleep support.",15-30 sec,20-45 sec,48,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,6,The three parts of self-compassion,CC-V5-006,The three parts of self-compassion,"Self-compassion has three main parts. Self-kindness means responding to your own pain with warmth instead of harshness. Common humanity means remembering that many people struggle with tinnitus and other chronic symptoms, even if their experience is not exactly the same as yours. Mindful awareness means noticing distress without exaggerating it or pushing it away completely.",20-45 sec,20-45 sec,55,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,7,Self-kindness: how would you respond to someone you care about?,CC-V5-007,Self-kindness: how would you respond to someone you care about?,"A useful self-compassion question is: what would I say to someone I care about if they were having this same moment? Most people would not say, “You should be handling this better.” They would say something more patient, honest, and supportive. The goal is to offer yourself that same kind of response.",20-45 sec,20-45 sec,52,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,8,Common humanity: you are not the only person struggling,CC-V5-008,Common humanity: you are not the only person struggling,"Tinnitus can feel isolating because the sound is subjective. Other people don’t hear it, and they may not understand why it affects you so much. Common humanity does not erase the individual nature of tinnitus, but it reminds you that the distress, frustration, fear, and exhaustion are shared by many people. You are not failing because this is hard.",20-45 sec,20-45 sec,59,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Confidence and Communication,9,Mindful awareness: notice without amplifying,CC-V5-009,Mindful awareness: notice without amplifying,"Mindful awareness means noticing what is happening without immediately turning it into a larger story. You might say, “This is a difficult tinnitus moment,” rather than “I am never going to be okay.” That small change matters. It lets you acknowledge distress without letting the self-critical voice take over the whole situation.",20-45 sec,20-45 sec,52,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,10,Validation: your reaction makes sense,CC-V5-010,Validation: your reaction makes sense,"Validation means recognizing that your emotional response is real and understandable. If tinnitus is intrusive, unpredictable, or affecting sleep, it makes sense that you may feel upset. Validation is not the same as saying nothing can improve. It simply starts from the truth: this is hard, and your reaction is not a personal weakness.",20-45 sec,20-45 sec,54,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,11,A brief validation practice,CC-V5-011,A brief validation practice,"The next time tinnitus changes or feels difficult to manage, try three short steps. First, notice the immediate reaction. Second, state one sentence that validates it: “Of course I feel upset; this sound is intrusive.” Third, add self-compassion: “I am not alone, and I can take this one step at a time.” Then notice whether the tension changes, even slightly.",20-45 sec,20-45 sec,60,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
