audio_id,status,module,title,rendered_filename,normalized_filename,original_asset_path,final_asset_path,size_bytes,duration_seconds,bit_rate,sample_rate,channels,codec
SLP-AUD-019,matched_imported,Sleep,Managing stress before bed,SLP-AUD-019.mp3,SLP-AUD-019.mp3,audio/v5/sleep/slp_aud_019.m4a,audio/narration/SLP-AUD-019.mp3,337755,21.080816,128000,44100,1,mp3
SLP-AUD-020,matched_imported,Sleep,Important terms,SLP-AUD-020.mp3,SLP-AUD-020.mp3,audio/v5/sleep/slp_aud_020.m4a,audio/narration/SLP-AUD-020.mp3,351965,21.968980,128000,44100,1,mp3
SLP-AUD-021,matched_imported,Sleep,Putting sleep strategies into practice,SLP-AUD-021.mp3,SLP-AUD-021.mp3,audio/v5/sleep/slp_aud_021.m4a,audio/narration/SLP-AUD-021.mp3,337755,21.080816,128000,44100,1,mp3
SLP-AUD-022,manifest_missing_from_full_render_existing_resource,Sleep,CBT-I and brief behavioral sleep care,,,audio/narration/SLP-AUD-022.mp3,audio/narration/SLP-AUD-022.mp3,491146,30.667755,128000,44100,1,mp3
SLP-AUD-023,matched_imported,Sleep,When sleep deserves professional help,SLP-AUD-023.mp3,SLP-AUD-023.mp3,audio/v5/sleep/slp_aud_023.m4a,audio/narration/SLP-AUD-023.mp3,424690,26.514286,128000,44100,1,mp3
SLP-AUD-024,matched_imported,Sleep,How sleep connects to the bigger picture,SLP-AUD-024.mp3,SLP-AUD-024.mp3,audio/v5/sleep/slp_aud_024.m4a,audio/narration/SLP-AUD-024.mp3,359488,22.439184,128000,44100,1,mp3
SLP-AUD-025,matched_imported,Sleep,FAQ: Should I stay in bed and force sleep?,SLP-AUD-025.mp3,SLP-AUD-025.mp3,audio/v5/sleep/slp_aud_025.m4a,audio/narration/SLP-AUD-025.mp3,276315,17.240816,128000,44100,1,mp3
SLP-AUD-026,matched_imported,Sleep,FAQ: Why am I still awake if I already use sleep hygiene?,SLP-AUD-026.mp3,SLP-AUD-026.mp3,audio/v5/sleep/slp_aud_026.m4a,audio/narration/SLP-AUD-026.mp3,244132,15.229388,128000,44100,1,mp3
SLP-AUD-027,matched_imported,Sleep,FAQ: Can I use TV or my phone to mask tinnitus?,SLP-AUD-027.mp3,SLP-AUD-027.mp3,audio/v5/sleep/slp_aud_027.m4a,audio/narration/SLP-AUD-027.mp3,306826,19.147755,128000,44100,1,mp3
SLP-AUD-028,matched_imported,Sleep,Practice: Challenge a negative sleep thought,SLP-AUD-028.mp3,SLP-AUD-028.mp3,audio/v5/sleep/slp_aud_028.m4a,audio/narration/SLP-AUD-028.mp3,339008,21.159184,128000,44100,1,mp3
SLP-AUD-029,matched_imported,Sleep,Practice: Build a bedtime sound plan,SLP-AUD-029.mp3,SLP-AUD-029.mp3,audio/v5/sleep/slp_aud_029.m4a,audio/narration/SLP-AUD-029.mp3,290525,18.128980,128000,44100,1,mp3
SLP-AUD-030,manifest_missing_from_full_render_no_resource,Sleep,Practice: Stimulus control plan,,,audio/v5/sleep/slp_aud_030.m4a,audio/v5/sleep/slp_aud_030.m4a,,,,,,
SLP-AUD-031,matched_imported,Sleep,Main points,SLP-AUD-031.mp3,SLP-AUD-031.mp3,audio/v5/sleep/slp_aud_031.m4a,audio/narration/SLP-AUD-031.mp3,405464,25.312653,128000,44100,1,mp3
SLP-AUD-032,matched_imported,Sleep,Your sleep support plan,SLP-AUD-032.mp3,SLP-AUD-032.mp3,audio/v5/sleep/slp_aud_032.m4a,audio/narration/SLP-AUD-032.mp3,287599,17.946122,128000,44100,1,mp3
SLP-AUD-033,matched_imported,Sleep,Sleep scope and safety,SLP-AUD-033.mp3,SLP-AUD-033.mp3,audio/v5/sleep/slp_aud_033.m4a,audio/narration/SLP-AUD-033.mp3,365758,22.831020,128000,44100,1,mp3
ST-V5-001,matched_imported,Sound Therapy,Using helpful sounds to manage tinnitus,ST-V5-001.mp3,ST-V5-001.mp3,audio/v5/sound_therapy/st_v5_001.m4a,audio/narration/ST-V5-001.mp3,644955,40.280816,128000,44100,1,mp3
ST-V5-002,matched_imported,Sound Therapy,What you will learn in this section,ST-V5-002.mp3,ST-V5-002.mp3,audio/v5/sound_therapy/st_v5_002.m4a,audio/narration/ST-V5-002.mp3,552586,34.507755,128000,44100,1,mp3
ST-V5-003,matched_imported,Sound Therapy,Why sound therapy helps,ST-V5-003.mp3,ST-V5-003.mp3,audio/v5/sound_therapy/st_v5_003.m4a,audio/narration/ST-V5-003.mp3,564288,35.239184,128000,44100,1,mp3
ST-V5-004,matched_imported,Sound Therapy,What sound therapy is,ST-V5-004.mp3,ST-V5-004.mp3,audio/v5/sound_therapy/st_v5_004.m4a,audio/narration/ST-V5-004.mp3,606502,37.877551,128000,44100,1,mp3
ST-V5-005,matched_imported,Sound Therapy,A restaurant example,ST-V5-005.mp3,ST-V5-005.mp3,audio/v5/sound_therapy/st_v5_005.m4a,audio/narration/ST-V5-005.mp3,565542,35.317551,128000,44100,1,mp3
ST-V5-006,matched_imported,Sound Therapy,Why silence can make tinnitus feel louder,ST-V5-006.mp3,ST-V5-006.mp3,audio/v5/sound_therapy/st_v5_006.m4a,audio/narration/ST-V5-006.mp3,578499,36.127347,128000,44100,1,mp3
ST-V5-007,manifest_missing_from_full_render_existing_resource,Sound Therapy,Masking is not the same as sound therapy,,,audio/narration/ST-V5-007.mp3,audio/narration/ST-V5-007.mp3,654986,40.907755,128000,44100,1,mp3
ST-V5-008,matched_imported,Sound Therapy,Short-term relief and long-term adaptation,ST-V5-008.mp3,ST-V5-008.mp3,audio/v5/sound_therapy/st_v5_008.m4a,audio/narration/ST-V5-008.mp3,592292,36.989388,128000,44100,1,mp3
ST-V5-009,manifest_missing_from_full_render_existing_resource,Sound Therapy,Finding the sound therapy sweet spot,,,audio/narration/ST-V5-009.mp3,audio/narration/ST-V5-009.mp3,547570,34.194286,128000,44100,1,mp3
ST-V5-010,matched_imported,Sound Therapy,The three volume zones,ST-V5-010.mp3,ST-V5-010.mp3,audio/v5/sound_therapy/st_v5_010.m4a,audio/narration/ST-V5-010.mp3,448932,28.029388,128000,44100,1,mp3
ST-V5-011,matched_imported,Sound Therapy,Important terms,ST-V5-011.mp3,ST-V5-011.mp3,audio/v5/sound_therapy/st_v5_011.m4a,audio/narration/ST-V5-011.mp3,520821,32.522449,128000,44100,1,mp3
ST-V5-012,matched_imported,Sound Therapy,Choosing sounds,ST-V5-012.mp3,ST-V5-012.mp3,audio/v5/sound_therapy/st_v5_012.m4a,audio/narration/ST-V5-012.mp3,592292,36.989388,128000,44100,1,mp3
ST-V5-013,matched_imported,Sound Therapy,Choosing devices and sound sources,ST-V5-013.mp3,ST-V5-013.mp3,audio/v5/sound_therapy/st_v5_013.m4a,audio/narration/ST-V5-013.mp3,579753,36.205714,128000,44100,1,mp3
ST-V5-014,matched_imported,Sound Therapy,How to set the volume,ST-V5-014.mp3,ST-V5-014.mp3,audio/v5/sound_therapy/st_v5_014.m4a,audio/narration/ST-V5-014.mp3,558019,34.847347,128000,44100,1,mp3
ST-V5-015,matched_imported,Sound Therapy,Using sound therapy during the day,ST-V5-015.mp3,ST-V5-015.mp3,audio/v5/sound_therapy/st_v5_015.m4a,audio/narration/ST-V5-015.mp3,487384,30.432653,128000,44100,1,mp3
ST-V5-016,matched_imported,Sound Therapy,Using sound at night,ST-V5-016.mp3,ST-V5-016.mp3,audio/v5/sound_therapy/st_v5_016.m4a,audio/narration/ST-V5-016.mp3,548824,34.272653,128000,44100,1,mp3
ST-V5-017,matched_imported,Sound Therapy,How sound therapy supports the rest of the app,ST-V5-017.mp3,ST-V5-017.mp3,audio/v5/sound_therapy/st_v5_017.m4a,audio/narration/ST-V5-017.mp3,538793,33.645714,128000,44100,1,mp3
ST-V5-018,manifest_missing_from_full_render_existing_resource,Sound Therapy,If sound feels sensitive,,,audio/narration/ST-V5-018.mp3,audio/narration/ST-V5-018.mp3,637431,39.810612,128000,44100,1,mp3
ST-V5-019,matched_imported,Sound Therapy,Enjoyable music speaker practice,ST-V5-019.mp3,ST-V5-019.mp3,audio/v5/sound_therapy/st_v5_019.m4a,audio/narration/ST-V5-019.mp3,577245,36.048980,128000,44100,1,mp3
ST-V5-020,matched_imported,Sound Therapy,FAQ: How loud should sound therapy be?,ST-V5-020.mp3,ST-V5-020.mp3,audio/v5/sound_therapy/st_v5_020.m4a,audio/narration/ST-V5-020.mp3,451439,28.186122,128000,44100,1,mp3
ST-V5-021,matched_imported,Sound Therapy,FAQ: Does the type of sound matter?,ST-V5-021.mp3,ST-V5-021.mp3,audio/v5/sound_therapy/st_v5_021.m4a,audio/narration/ST-V5-021.mp3,399195,24.920816,128000,44100,1,mp3
ST-V5-022,matched_imported,Sound Therapy,FAQ: Will sound therapy get rid of tinnitus?,ST-V5-022.mp3,ST-V5-022.mp3,audio/v5/sound_therapy/st_v5_022.m4a,audio/narration/ST-V5-022.mp3,422182,26.357551,128000,44100,1,mp3
ST-V5-023,matched_imported,Sound Therapy,FAQ: When should I use sound therapy?,ST-V5-023.mp3,ST-V5-023.mp3,audio/v5/sound_therapy/st_v5_023.m4a,audio/narration/ST-V5-023.mp3,406718,25.391020,128000,44100,1,mp3
ST-V5-024,matched_imported,Sound Therapy,Main points to remember,ST-V5-024.mp3,ST-V5-024.mp3,audio/v5/sound_therapy/st_v5_024.m4a,audio/narration/ST-V5-024.mp3,482368,30.119184,128000,44100,1,mp3
ST-V5-025,matched_imported,Sound Therapy,Before you move on,ST-V5-025.mp3,ST-V5-025.mp3,audio/v5/sound_therapy/st_v5_025.m4a,audio/narration/ST-V5-025.mp3,469412,29.309388,128000,44100,1,mp3
ST-V5-026,matched_imported,Sound Therapy,Sound safety and when to seek help,ST-V5-026.mp3,ST-V5-026.mp3,audio/v5/sound_therapy/st_v5_026.m4a,audio/narration/ST-V5-026.mp3,669196,41.795918,128000,44100,1,mp3
